Godina,Razdjel,Naziv razdjela,Glava,Naziv glave,Glavni program,Naziv glavnog programa,Program,Naziv programa,Potprogram,Naziv potprograma,Funkcijsko podruèje,Naziv funkcijskog podruèja,Izvor financiranja,Naziv izvora financiranja,Razred stavke,Naziv razreda stavke,Skupina stavke,Naziv skupine stavke,Podskupina stavke,Naziv podskupine stavke,Tekuæi plan,Izvršenje
2018,010,HRVATSKI SABOR,01005,Hrvatski sabor,21,POLITIÈKI SUSTAV,2101,PROVOÐENJE ZAKONODAVNE VLASTI,A501000,ADMINISTRACIJA I UPRAVLJANJE,01,Opæe javne usluge,1,OPÆI PRIHODI I PRIMICI,3,Rashodi poslovanja,31,Rashodi za zaposlene,311,Plaæe (Bruto),78190000,77695144.54
2018,010,HRVATSKI SABOR,01005,Hrvatski sabor,21,POLITIÈKI SUSTAV,2101,PROVOÐENJE ZAKONODAVNE VLASTI,A501000,ADMINISTRACIJA I UPRAVLJANJE,01,Opæe javne usluge,1,OPÆI PRIHODI I PRIMICI,3,Rashodi poslovanja,31,Rashodi za zaposlene,312,Ostali rashodi za zaposlene,1180000,1120860.03
2018,010,HRVATSKI SABOR,01005,Hrvatski sabor,21,POLITIÈKI SUSTAV,2101,PROVOÐENJE ZAKONODAVNE VLASTI,A501000,ADMINISTRACIJA I UPRAVLJANJE,01,Opæe javne usluge,1,OPÆI PRIHODI I PRIMICI,3,Rashodi poslovanja,31,Rashodi za zaposlene,313,Doprinosi na plaæe,13431000,13293881.01
2018,010,HRVATSKI SABOR,01005,Hrvatski sabor,21,POLITIÈKI SUSTAV,2101,PROVOÐENJE ZAKONODAVNE VLASTI,A501000,ADMINISTRACIJA I UPRAVLJANJE,01,Opæe javne usluge,1,OPÆI PRIHODI I PRIMICI,3,Rashodi poslovanja,32,Materijalni rashodi,321,Naknade troškova zaposlenima,8985000,7982222.5
2018,010,HRVATSKI SABOR,01005,Hrvatski sabor,21,POLITIÈKI SUSTAV,2101,PROVOÐENJE ZAKONODAVNE VLASTI,A501000,ADMINISTRACIJA I UPRAVLJANJE,01,Opæe javne usluge,1,OPÆI PRIHODI I PRIMICI,3,Rashodi poslovanja,32,Materijalni rashodi,322,Rashodi za materijal i energiju,3674250,3153526.22
2018,010,HRVATSKI SABOR,01005,Hrvatski sabor,21,POLITIÈKI SUSTAV,2101,PROVOÐENJE ZAKONODAVNE VLASTI,A501000,ADMINISTRACIJA I UPRAVLJANJE,01,Opæe javne usluge,1,OPÆI PRIHODI I PRIMICI,3,Rashodi poslovanja,32,Materijalni rashodi,323,Rashodi za usluge,11603560,10118177.28
2018,010,HRVATSKI SABOR,01005,Hrvatski sabor,21,POLITIÈKI SUSTAV,2101,PROVOÐENJE ZAKONODAVNE VLASTI,A501000,ADMINISTRACIJA I UPRAVLJANJE,01,Opæe javne usluge,1,OPÆI PRIHODI I PRIMICI,3,Rashodi poslovanja,32,Materijalni rashodi,324,Naknade troškova osobama izvan radnog odnosa,726750,604291.79
2018,010,HRVATSKI SABOR,01005,Hrvatski sabor,21,POLITIÈKI SUSTAV,2101,PROVOÐENJE ZAKONODAVNE VLASTI,A501000,ADMINISTRACIJA I UPRAVLJANJE,01,Opæe javne usluge,1,OPÆI PRIHODI I PRIMICI,3,Rashodi poslovanja,32,Materijalni rashodi,329,Ostali nespomenuti rashodi poslovanja,7593500,6781484.34
2018,010,HRVATSKI SABOR,01005,Hrvatski sabor,21,POLITIÈKI SUSTAV,2101,PROVOÐENJE ZAKONODAVNE VLASTI,A501000,ADMINISTRACIJA I UPRAVLJANJE,01,Opæe javne usluge,1,OPÆI PRIHODI I PRIMICI,3,Rashodi poslovanja,34,Financijski rashodi,343,Ostali financijski rashodi,15500,8157.24
2018,010,HRVATSKI SABOR,01005,Hrvatski sabor,21,POLITIÈKI SUSTAV,2101,PROVOÐENJE ZAKONODAVNE VLASTI,A501000,ADMINISTRACIJA I UPRAVLJANJE,01,Opæe javne usluge,1,OPÆI PRIHODI I PRIMICI,3,Rashodi poslovanja,36,Pomoæi dane u inozemstvo i unutar opæeg proraèuna,362,Pomoæi meðunarodnim organizacijama te institucijama i tijelima EU,30000,
2018,010,HRVATSKI SABOR,01005,Hrvatski sabor,21,POLITIÈKI SUSTAV,2101,PROVOÐENJE ZAKONODAVNE VLASTI,A501000,ADMINISTRACIJA I UPRAVLJANJE,01,Opæe javne usluge,1,OPÆI PRIHODI I PRIMICI,3,Rashodi poslovanja,37,Naknade graðanima i kuæanstvima na temelju osiguranja i druge naknade,372,Ostale naknade graðanima i kuæanstvima iz proraèuna,250000,173461.01
2018,010,HRVATSKI SABOR,01005,Hrvatski sabor,21,POLITIÈKI SUSTAV,2101,PROVOÐENJE ZAKONODAVNE VLASTI,A501000,ADMINISTRACIJA I UPRAVLJANJE,01,Opæe javne usluge,1,OPÆI PRIHODI I PRIMICI,4,Rashodi za nabavu nefinancijske imovine,42,Rashodi za nabavu proizvedene dugotrajne imovine,422,Postrojenja i oprema,1669000,1391212.15
2018,010,HRVATSKI SABOR,01005,Hrvatski sabor,21,POLITIÈKI SUSTAV,2101,PROVOÐENJE ZAKONODAVNE VLASTI,A501000,ADMINISTRACIJA I UPRAVLJANJE,01,Opæe javne usluge,1,OPÆI PRIHODI I PRIMICI,4,Rashodi za nabavu nefinancijske imovine,42,Rashodi za nabavu proizvedene dugotrajne imovine,424,"Knjige, umjetnièka djela i ostale izložbene vrijednosti",85000,34853.96
2018,010,HRVATSKI SABOR,01005,Hrvatski sabor,21,POLITIÈKI SUSTAV,2101,PROVOÐENJE ZAKONODAVNE VLASTI,A501000,ADMINISTRACIJA I UPRAVLJANJE,01,Opæe javne usluge,3,VLASTITI PRIHODI,3,Rashodi poslovanja,32,Materijalni rashodi,322,Rashodi za materijal i energiju,3600,
2018,010,HRVATSKI SABOR,01005,Hrvatski sabor,21,POLITIÈKI SUSTAV,2101,PROVOÐENJE ZAKONODAVNE VLASTI,A501000,ADMINISTRACIJA I UPRAVLJANJE,01,Opæe javne usluge,3,VLASTITI PRIHODI,3,Rashodi poslovanja,32,Materijalni rashodi,323,Rashodi za usluge,23625,
2018,010,HRVATSKI SABOR,01005,Hrvatski sabor,21,POLITIÈKI SUSTAV,2101,PROVOÐENJE ZAKONODAVNE VLASTI,A501000,ADMINISTRACIJA I UPRAVLJANJE,01,Opæe javne usluge,5,POMOÆI,3,Rashodi poslovanja,32,Materijalni rashodi,324,Naknade troškova osobama izvan radnog odnosa,100000,33993.35
2018,010,HRVATSKI SABOR,01005,Hrvatski sabor,21,POLITIÈKI SUSTAV,2101,PROVOÐENJE ZAKONODAVNE VLASTI,A501004,ODRŽAVANJE ZGRADE (NARODNO SVEUÈILIŠTE OTOÈAC),08,"Rekreacija, kultura i religija",1,OPÆI PRIHODI I PRIMICI,3,Rashodi poslovanja,36,Pomoæi dane u inozemstvo i unutar opæeg proraèuna,366,Pomoæi proraèunskim korisnicima drugih proraèuna,360000,360000
2018,010,HRVATSKI SABOR,01005,Hrvatski sabor,21,POLITIÈKI SUSTAV,2101,PROVOÐENJE ZAKONODAVNE VLASTI,A501026,OBILJEŽAVANJE SPOMENDANA BLEIBURŠKE TRAGEDIJE I KRIŽNOG PUTA,01,Opæe javne usluge,1,OPÆI PRIHODI I PRIMICI,3,Rashodi poslovanja,38,Ostali rashodi,381,Tekuæe donacije,500000,500000
2018,010,HRVATSKI SABOR,01005,Hrvatski sabor,21,POLITIÈKI SUSTAV,2101,PROVOÐENJE ZAKONODAVNE VLASTI,A501029,OBVEZE PO SUDSKIM SPOROVIMA,01,Opæe javne usluge,1,OPÆI PRIHODI I PRIMICI,3,Rashodi poslovanja,31,Rashodi za zaposlene,312,Ostali rashodi za zaposlene,400,
2018,010,HRVATSKI SABOR,01005,Hrvatski sabor,21,POLITIÈKI SUSTAV,2101,PROVOÐENJE ZAKONODAVNE VLASTI,A501029,OBVEZE PO SUDSKIM SPOROVIMA,01,Opæe javne usluge,1,OPÆI PRIHODI I PRIMICI,3,Rashodi poslovanja,34,Financijski rashodi,343,Ostali financijski rashodi,100,
