value,activity_id,administrative_classification_id,date_id,economic_classification_id,fin_source_id,functional_classification_id
1970000,20,6,1,5,1,1
1970000,20,6,2,5,1,1
1970000,20,6,3,5,1,1
7672000,20,6,1,6,1,1
3451000,20,6,2,6,1,1
3451000,20,6,3,6,1,1
20000,20,6,1,7,1,1
20000,20,6,2,7,1,1
20000,20,6,3,7,1,1
240200,20,6,1,8,1,1
240200,20,6,2,8,1,1
240200,20,6,3,8,1,1
11000,20,6,1,11,1,1
11000,20,6,2,11,1,1
11000,20,6,3,11,1,1
15000,20,6,1,22,1,1
15000,20,6,2,22,1,1
,20,6,3,22,1,1
320000,20,6,1,31,1,1
100000,20,6,2,31,1,1
100000,20,6,3,31,1,1
6940000,21,6,1,22,1,8
7100000,21,6,2,22,1,8
7100000,21,6,3,22,1,8
180000,22,6,1,6,1,1
180000,22,6,2,6,1,1
180000,22,6,3,6,1,1
500,23,6,1,11,1,1
500,23,6,2,11,1,1
500,23,6,3,11,1,1
50000,23,6,1,22,1,1
50000,23,6,2,22,1,1
50000,23,6,3,22,1,1
188000,27,6,1,6,1,1
188000,27,6,2,6,1,1
188000,27,6,3,6,1,1
410000,27,6,1,29,1,1
595000,27,6,2,29,1,1
450000,27,6,3,29,1,1
1140000,27,6,1,31,1,1
490000,27,6,2,31,1,1
595000,27,6,3,31,1,1
45000,27,6,1,35,1,1
45000,27,6,2,35,1,1
45000,27,6,3,35,1,1
6976000,26,7,1,1,1,1
7442000,26,7,2,1,1,1
7480000,26,7,3,1,1,1
148000,26,7,1,2,1,1
120000,26,7,2,2,1,1
152000,26,7,3,2,1,1
1209000,26,7,1,3,1,1
1282000,26,7,2,3,1,1
1288000,26,7,3,3,1,1
715000,26,7,1,4,1,1
715000,26,7,2,4,1,1
715000,26,7,3,4,1,1
225000,26,7,1,5,1,1
225000,26,7,2,5,1,1
225000,26,7,3,5,1,1
2026000,26,7,1,6,1,1
2026000,26,7,2,6,1,1
2037000,26,7,3,6,1,1
25000,26,7,1,7,1,1
25000,26,7,2,7,1,1
25000,26,7,3,7,1,1
78900,26,7,1,8,1,1
78900,26,7,2,8,1,1
78900,26,7,3,8,1,1
6000,26,7,1,11,1,1
6000,26,7,2,11,1,1
6000,26,7,3,11,1,1
81000,26,7,1,31,1,1
81000,26,7,2,31,1,1
81000,26,7,3,31,1,1
15000,26,7,1,7,12,1
15000,26,7,2,7,12,1
15000,26,7,3,7,12,1
100000,30,7,1,31,1,1
100000,30,7,2,31,1,1
100000,30,7,3,31,1,1
3325500,31,8,1,1,1,8
3330500,31,8,2,1,1,8
3348000,31,8,3,1,1,8
121000,31,8,1,2,1,8
100000,31,8,2,2,1,8
102000,31,8,3,2,1,8
574600,31,8,1,3,1,8
575500,31,8,2,3,1,8
576500,31,8,3,3,1,8
250000,31,8,1,4,1,8
250000,31,8,2,4,1,8
250000,31,8,3,4,1,8
92000,31,8,1,5,1,8
92000,31,8,2,5,1,8
92000,31,8,3,5,1,8
555500,31,8,1,6,1,8
539000,31,8,2,6,1,8
538000,31,8,3,6,1,8
5000,31,8,1,7,1,8
5000,31,8,2,7,1,8
5000,31,8,3,7,1,8
27100,31,8,1,8,1,8
27100,31,8,2,8,1,8
27100,31,8,3,8,1,8
4000,31,8,1,11,1,8
4000,31,8,2,11,1,8
4000,31,8,3,11,1,8
25000,31,8,1,22,1,8
25000,31,8,2,22,1,8
25000,31,8,3,22,1,8
24000,31,8,1,31,1,8
26000,31,8,2,31,1,8
24000,31,8,3,31,1,8
42358022,32,8,1,23,8,8
43540887,32,8,2,23,8,8
44734512,32,8,3,23,8,8
80000,33,8,1,6,1,8
80000,33,8,2,6,1,8
80000,33,8,3,6,1,8
5000,33,8,1,7,1,8
5000,33,8,2,7,1,8
5000,33,8,3,7,1,8
10000,33,8,1,8,1,8
5000,33,8,2,8,1,8
5000,33,8,3,8,1,8
17000,34,8,1,6,1,8
17000,34,8,2,6,1,8
17000,34,8,3,6,1,8
5000,34,8,1,7,1,8
5000,34,8,2,7,1,8
5000,34,8,3,7,1,8
20000,34,8,1,8,1,8
20000,34,8,2,8,1,8
20000,34,8,3,8,1,8
40000,35,8,1,6,1,3
40000,35,8,2,6,1,3
40000,35,8,3,6,1,3
1000,35,8,1,7,1,3
1000,35,8,2,7,1,3
1000,35,8,3,7,1,3
50000,36,8,1,4,12,8
50000,36,8,2,4,12,8
50000,36,8,3,4,12,8
65000,36,8,1,6,12,8
65000,36,8,2,6,12,8
65000,36,8,3,6,12,8
10000,36,8,1,7,12,8
10000,36,8,2,7,12,8
10000,36,8,3,7,12,8
20000,36,8,1,8,12,8
20000,36,8,2,8,12,8
20000,36,8,3,8,12,8
50000,36,8,1,31,12,8
50000,36,8,2,31,12,8
50000,36,8,3,31,12,8
6017653,37,8,1,23,8,8
6185698,37,8,2,23,8,8
6355272,37,8,3,23,8,8
35000,38,8,1,23,2,8
,38,8,2,23,2,8
,38,8,3,23,2,8
4000,38,8,1,24,2,8
,38,8,2,24,2,8
,38,8,3,24,2,8
194000,38,8,1,23,11,8
,38,8,2,23,11,8
,38,8,3,23,11,8
22000,38,8,1,24,11,8
,38,8,2,24,11,8
,38,8,3,24,11,8
255000,39,8,1,23,2,8
,39,8,2,23,2,8
,39,8,3,23,2,8
30000,39,8,1,24,2,8
,39,8,2,24,2,8
,39,8,3,24,2,8
1453000,39,8,1,23,11,8
,39,8,2,23,11,8
,39,8,3,23,11,8
162000,39,8,1,24,11,8
,39,8,2,24,11,8
,39,8,3,24,11,8
35000,40,8,1,4,1,8
35000,40,8,2,4,1,8
35000,40,8,3,4,1,8
15000,40,8,1,6,1,8
15000,40,8,2,6,1,8
15000,40,8,3,6,1,8
10000,40,8,1,7,1,8
10000,40,8,2,7,1,8
10000,40,8,3,7,1,8
5000,40,8,1,8,1,8
5000,40,8,2,8,1,8
5000,40,8,3,8,1,8
92000,41,8,1,6,1,8
92000,41,8,2,6,1,8
92000,41,8,3,6,1,8
10000,41,8,1,7,1,8
10000,41,8,2,7,1,8
10000,41,8,3,7,1,8
20000,41,8,1,8,1,8
20000,41,8,2,8,1,8
20000,41,8,3,8,1,8
60000,41,8,1,23,1,8
60000,41,8,2,23,1,8
60000,41,8,3,23,1,8
40000,42,8,1,6,1,8
40000,42,8,2,6,1,8
40000,42,8,3,6,1,8
3000,42,8,1,7,1,8
3000,42,8,2,7,1,8
3000,42,8,3,7,1,8
195000,42,8,1,8,1,8
195000,42,8,2,8,1,8
195000,42,8,3,8,1,8
324300,43,8,1,1,2,8
325922,43,8,2,1,2,8
327552,43,8,3,1,2,8
55781,43,8,1,3,2,8
56059,43,8,2,3,2,8
56340,43,8,3,3,2,8
55500,43,8,1,4,2,8
55500,43,8,2,4,2,8
55500,43,8,3,4,2,8
12750,43,8,1,5,2,8
12750,43,8,2,5,2,8
12750,43,8,3,5,2,8
377250,43,8,1,6,2,8
92250,43,8,2,6,2,8
92250,43,8,3,6,2,8
15000,43,8,1,7,2,8
15000,43,8,2,7,2,8
15000,43,8,3,7,2,8
15000,43,8,1,8,2,8
15000,43,8,2,8,2,8
15000,43,8,3,8,2,8
10500,43,8,1,22,2,8
10500,43,8,2,22,2,8
10500,43,8,3,22,2,8
8134949,43,8,1,23,2,8
14146444,43,8,2,23,2,8
14730208,43,8,3,23,2,8
1000000,43,8,1,24,2,8
1500000,43,8,2,24,2,8
2000000,43,8,3,24,2,8
3000,43,8,1,31,2,8
3000,43,8,2,31,2,8
3000,43,8,3,31,2,8
1837700,43,8,1,1,15,8
1846889,43,8,2,1,15,8
1856124,43,8,3,1,15,8
316085,43,8,1,3,15,8
317666,43,8,2,3,15,8
319255,43,8,3,3,15,8
314500,43,8,1,4,15,8
314500,43,8,2,4,15,8
314500,43,8,3,4,15,8
72250,43,8,1,5,15,8
72250,43,8,2,5,15,8
72250,43,8,3,5,15,8
2137750,43,8,1,6,15,8
522750,43,8,2,6,15,8
522750,43,8,3,6,15,8
85000,43,8,1,7,15,8
85000,43,8,2,7,15,8
85000,43,8,3,7,15,8
85000,43,8,1,8,15,8
85000,43,8,2,8,15,8
85000,43,8,3,8,15,8
59500,43,8,1,22,15,8
59500,43,8,2,22,15,8
59500,43,8,3,22,15,8
46059065,43,8,1,23,15,8
78923695,43,8,2,23,15,8
135261121,43,8,3,23,15,8
6000000,43,8,1,24,15,8
9900000,43,8,2,24,15,8
15000000,43,8,3,24,15,8
17000,43,8,1,31,15,8
17000,43,8,2,31,15,8
17000,43,8,3,31,15,8
50000,44,8,1,4,2,8
50000,44,8,2,4,2,8
60000,44,8,3,4,2,8
1000,44,8,1,5,2,8
1000,44,8,2,5,2,8
1000,44,8,3,5,2,8
85800,44,8,1,6,2,8
85800,44,8,2,6,2,8
43500,44,8,3,6,2,8
784000,44,8,1,23,2,8
366200,44,8,2,23,2,8
478000,44,8,3,23,2,8
4000,44,8,1,31,2,8
4000,44,8,2,31,2,8
5000,44,8,3,31,2,8
105000,44,8,1,4,14,8
105000,44,8,2,4,14,8
135000,44,8,3,4,14,8
1000,44,8,1,5,14,8
1000,44,8,2,5,14,8
1000,44,8,3,5,14,8
262800,44,8,1,6,14,8
262800,44,8,2,6,14,8
391500,44,8,3,6,14,8
7056000,44,8,1,23,14,8
3351800,44,8,2,23,14,8
4302000,44,8,3,23,14,8
2400,44,8,1,31,14,8
2400,44,8,2,31,14,8
3000,44,8,3,31,14,8
95000,45,8,1,29,1,1
95000,45,8,2,29,1,1
95000,45,8,3,29,1,1
120000,45,8,1,31,1,1
70000,45,8,2,31,1,1
70000,45,8,3,31,1,1
2763000,93,9,1,1,1,1
3000500,93,9,2,1,1,1
3016000,93,9,3,1,1,1
62000,93,9,1,2,1,1
67000,93,9,2,2,1,1
57000,93,9,3,2,1,1
477000,93,9,1,3,1,1
515000,93,9,2,3,1,1
517000,93,9,3,3,1,1
57000,93,9,1,4,1,1
57000,93,9,2,4,1,1
57000,93,9,3,4,1,1
115000,93,9,1,5,1,1
105000,93,9,2,5,1,1
105000,93,9,3,5,1,1
365000,93,9,1,6,1,1
309000,93,9,2,6,1,1
302000,93,9,3,6,1,1
2000,93,9,1,8,1,1
2000,93,9,2,8,1,1
2000,93,9,3,8,1,1
100,93,9,1,11,1,1
100,93,9,2,11,1,1
100,93,9,3,11,1,1
21000,93,9,1,31,1,1
10000,93,9,2,31,1,1
10000,93,9,3,31,1,1
115000,94,9,1,4,1,1
100000,94,9,2,4,1,1
100000,94,9,3,4,1,1
850200,94,9,1,6,1,1
657200,94,9,2,6,1,1
656200,94,9,3,6,1,1
100,94,9,1,7,1,1
100,94,9,2,7,1,1
100,94,9,3,7,1,1
1600,94,9,1,8,1,1
1600,94,9,2,8,1,1
1600,94,9,3,8,1,1
4682500,94,9,1,11,1,1
4522500,94,9,2,11,1,1
4522500,94,9,3,11,1,1
16000,95,9,1,4,1,1
,95,9,2,4,1,1
,95,9,3,4,1,1
8500,95,9,1,6,1,1
,95,9,2,6,1,1
,95,9,3,6,1,1
30500,95,9,1,8,1,1
,95,9,2,8,1,1
,95,9,3,8,1,1
12000,96,9,1,29,1,1
10000,96,9,2,29,1,1
10000,96,9,3,29,1,1
35000,96,9,1,31,1,1
10000,96,9,2,31,1,1
10000,96,9,3,31,1,1
345000,51,10,1,6,1,8
245000,51,10,2,6,1,8
245000,51,10,3,6,1,8
45000,51,10,1,8,1,8
45000,51,10,2,8,1,8
45000,51,10,3,8,1,8
550000,51,10,1,17,1,8
550000,51,10,2,17,1,8
550000,51,10,3,17,1,8
500000,51,10,1,18,1,8
500000,51,10,2,18,1,8
500000,51,10,3,18,1,8
32400000,51,10,1,23,1,8
34605157,51,10,2,23,1,8
36869763,51,10,3,23,1,8
869000,52,10,1,1,1,8
874500,52,10,2,1,1,8
880000,52,10,3,1,1,8
26000,52,10,1,2,1,8
48000,52,10,2,2,1,8
26000,52,10,3,2,1,8
152000,52,10,1,3,1,8
153500,52,10,2,3,1,8
155000,52,10,3,3,1,8
44000,52,10,1,4,1,8
44000,52,10,2,4,1,8
44000,52,10,3,4,1,8
12600,52,10,1,5,1,8
12600,52,10,2,5,1,8
12600,52,10,3,5,1,8
35500,52,10,1,6,1,8
35500,52,10,2,6,1,8
37500,52,10,3,6,1,8
5000,52,10,1,7,1,8
5000,52,10,2,7,1,8
5000,52,10,3,7,1,8
10858,52,10,1,8,1,8
10858,52,10,2,8,1,8
10858,52,10,3,8,1,8
160,52,10,1,11,1,8
160,52,10,2,11,1,8
160,52,10,3,11,1,8
21500,52,10,1,31,1,8
16500,52,10,2,31,1,8
16500,52,10,3,31,1,8
5000,52,10,1,5,7,8
5000,52,10,2,5,7,8
5000,52,10,3,5,7,8
12000,52,10,1,7,12,8
12000,52,10,2,7,12,8
12000,52,10,3,7,12,8
45000,53,10,1,7,1,8
45000,53,10,2,7,1,8
45000,53,10,3,7,1,8
300000,53,10,1,8,1,8
300000,53,10,2,8,1,8
300000,53,10,3,8,1,8
9000,54,10,1,29,1,8
9000,54,10,2,29,1,8
9000,54,10,3,29,1,8
15000,54,10,1,31,1,8
10000,54,10,2,31,1,8
10000,54,10,3,31,1,8
4580000,270,11,1,1,1,1
4622000,270,11,2,1,1,1
4665000,270,11,3,1,1,1
107000,270,11,1,2,1,1
104000,270,11,2,2,1,1
96000,270,11,3,2,1,1
791000,270,11,1,3,1,1
797000,270,11,2,3,1,1
803000,270,11,3,3,1,1
215000,270,11,1,4,1,1
255000,270,11,2,4,1,1
225000,270,11,3,4,1,1
97000,270,11,1,5,1,1
102000,270,11,2,5,1,1
105000,270,11,3,5,1,1
50500,270,11,1,6,1,1
41500,270,11,2,6,1,1
42500,270,11,3,6,1,1
4500,270,11,1,8,1,1
4500,270,11,2,8,1,1
4500,270,11,3,8,1,1
1010,270,11,1,11,1,1
1010,270,11,2,11,1,1
1010,270,11,3,11,1,1
112000,270,11,1,31,1,1
42000,270,11,2,31,1,1
42000,270,11,3,31,1,1
20000,271,11,1,29,1,1
20000,271,11,2,29,1,1
20000,271,11,3,29,1,1
70000,271,11,1,31,1,1
70000,271,11,2,31,1,1
70000,271,11,3,31,1,1
18780000,55,12,1,1,1,1
18875000,55,12,2,1,1,1
18970000,55,12,3,1,1,1
1200892,55,12,1,2,1,1
1000000,55,12,2,2,1,1
1257847,55,12,3,2,1,1
3232000,55,12,1,3,1,1
3246000,55,12,2,3,1,1
3259000,55,12,3,3,1,1
1806000,55,12,1,4,1,1
1806000,55,12,2,4,1,1
1806000,55,12,3,4,1,1
2395000,55,12,1,5,1,1
2395000,55,12,2,5,1,1
2395000,55,12,3,5,1,1
5140000,55,12,1,6,1,1
6292090,55,12,2,6,1,1
5780164,55,12,3,6,1,1
55000,55,12,1,7,1,1
55000,55,12,2,7,1,1
55000,55,12,3,7,1,1
392500,55,12,1,8,1,1
412500,55,12,2,8,1,1
412500,55,12,3,8,1,1
3513,55,12,1,11,1,1
3513,55,12,2,11,1,1
3513,55,12,3,11,1,1
25000,55,12,1,22,1,1
25000,55,12,2,22,1,1
25000,55,12,3,22,1,1
490000,55,12,1,31,1,1
300000,55,12,2,31,1,1
300000,55,12,3,31,1,1
3000000,55,12,1,5,7,1
3000000,55,12,2,5,7,1
3000000,55,12,3,5,7,1
120000,55,12,1,7,12,1
120000,55,12,2,7,12,1
120000,55,12,3,7,12,1
70000,56,12,1,2,1,1
5000,56,12,2,2,1,1
5000,56,12,3,2,1,1
15000,56,12,1,11,1,1
5000,56,12,2,11,1,1
5000,56,12,3,11,1,1
105000,57,12,1,29,1,1
105000,57,12,2,29,1,1
105000,57,12,3,29,1,1
166500,57,12,1,31,1,1
166500,57,12,2,31,1,1
166500,57,12,3,31,1,1
40000,57,12,1,35,1,1
40000,57,12,2,35,1,1
40000,57,12,3,35,1,1
1005000,58,12,1,32,1,1
2284120,58,12,2,32,1,1
1163520,58,12,3,32,1,1
1316000,24,13,1,1,1,1
1369000,24,13,2,1,1,1
1377000,24,13,3,1,1,1
40000,24,13,1,2,1,1
40000,24,13,2,2,1,1
40000,24,13,3,2,1,1
233000,24,13,1,3,1,1
242500,24,13,2,3,1,1
244000,24,13,3,3,1,1
275600,24,13,1,4,1,1
275600,24,13,2,4,1,1
275600,24,13,3,4,1,1
42050,24,13,1,5,1,1
42050,24,13,2,5,1,1
42050,24,13,3,5,1,1
89500,24,13,1,6,1,1
89500,24,13,2,6,1,1
92500,24,13,3,6,1,1
102000,24,13,1,8,1,1
102000,24,13,2,8,1,1
102000,24,13,3,8,1,1
2010,24,13,1,11,1,1
2010,24,13,2,11,1,1
2010,24,13,3,11,1,1
12000,24,13,1,31,1,1
10000,24,13,2,31,1,1
10000,24,13,3,31,1,1
13000,28,13,1,29,1,1
13000,28,13,2,29,1,1
13000,28,13,3,29,1,1
27000,28,13,1,31,1,1
10000,28,13,2,31,1,1
10000,28,13,3,31,1,1
1548000,25,14,1,1,1,1
1603200,25,14,2,1,1,1
1611400,25,14,3,1,1,1
62000,25,14,1,2,1,1
55000,25,14,2,2,1,1
45000,25,14,3,2,1,1
270000,25,14,1,3,1,1
277500,25,14,2,3,1,1
280000,25,14,3,3,1,1
71000,25,14,1,4,1,1
71000,25,14,2,4,1,1
71000,25,14,3,4,1,1
13150,25,14,1,5,1,1
13150,25,14,2,5,1,1
13150,25,14,3,5,1,1
23800,25,14,1,6,1,1
23300,25,14,2,6,1,1
18300,25,14,3,6,1,1
1800,25,14,1,8,1,1
1800,25,14,2,8,1,1
1800,25,14,3,8,1,1
65,25,14,1,11,1,1
65,25,14,2,11,1,1
